Date  Open  High  Low  Close  Volume  Adj Close
2012-04-27  87.62  87.96  87.36  87.49  709600  87.49
2012-04-26  87.24  88.28  87.04  87.55  832200  87.55
2012-04-25  87.69  88.16  87.08  87.22  577800  87.22
2012-04-24  87.12  87.84  86.92  87.38  495000  87.38
2012-04-23  87.05  87.14  86.41  87.01  813700  87.01
2012-04-20  88.99  89.01  87.43  87.59  1139500  87.59
2012-04-19  89.92  89.92  87.89  88.83  1257800  88.83
2012-04-18  91.43  92.22  90.12  90.68  1106000  90.68
2012-04-17  88.38  91.68  88.36  91.52  1512000  91.52
2012-04-16  89.0  89.0  87.84  88.14  886900  88.14
2012-04-13  89.55  89.55  88.48  88.52  562200  88.52
2012-04-12  89.8  89.93  88.16  89.52  1954600  89.52
2012-04-11  89.69  90.56  89.44  89.54  958200  89.54
2012-04-10  89.8  90.99  89.12  89.16  786500  89.16
2012-04-09  91.99  91.99  89.95  89.99  860100  89.99
2012-04-05  92.73  93.42  92.4  93.24  438000  93.24
2012-04-04  93.64  93.75  93.15  93.19  616600  93.19
2012-04-03  93.12  94.33  92.62  94.23  924800  94.23
2012-04-02  91.65  93.4  91.54  93.06  942700  93.06
2012-03-30  91.55  91.77  91.05  91.54  556600  91.54
2012-03-29  90.69  91.5  90.19  91.37  778500  91.37
2012-03-28  91.47  91.68  90.85  91.15  515200  91.15
2012-03-27  92.04  92.14  91.29  91.61  582100  91.61
2012-03-26  89.77  91.93  89.53  91.9  779100  91.9
2012-03-23  90.0  90.27  87.91  89.47  2090900  89.47
2012-03-22  90.76  91.09  90.06  90.08  764000  90.08
2012-03-21  89.53  91.35  89.3  91.18  1154900  91.18
2012-03-20  89.93  90.01  89.41  89.57  390800  89.57
2012-03-19  90.31  90.9  89.95  90.13  351500  90.13
2012-03-16  90.83  91.39  90.1  90.33  671900  90.33
2012-03-15  90.25  90.81  89.45  90.6  589000  90.6
2012-03-14  88.85  90.35  88.48  90.25  1090100  90.25
2012-03-13  88.81  89.0  87.92  88.87  970900  88.87
2012-03-12  88.97  89.0  88.25  88.33  751000  88.33
2012-03-09  88.71  89.02  88.49  88.74  837400  88.74
2012-03-08  89.23  89.38  88.64  88.64  756100  88.64
2012-03-07  89.02  89.08  88.49  88.94  703500  88.94
2012-03-06  88.79  89.29  88.6  88.81  761700  88.81
2012-03-05  89.13  89.7  88.91  89.46  1256900  89.46
2012-03-02  88.88  89.71  88.62  89.32  811400  89.32
2012-03-01  89.92  90.14  88.4  89.06  1278100  89.06
2012-02-29  90.66  90.74  89.72  89.89  1038800  89.89
2012-02-28  90.15  91.18  90.03  90.81  767800  90.81
2012-02-27  88.3  90.11  88.23  89.9  898900  89.9
2012-02-24  88.22  89.24  87.02  89.08  883300  89.08
2012-02-23  87.87  88.55  87.71  88.0  567300  88.0
2012-02-22  87.56  88.18  87.4  88.05  726700  88.05
2012-02-21  88.06  88.42  87.24  87.75  686000  87.75
2012-02-17  88.45  88.57  87.53  87.94  653300  87.94
2012-02-16  87.46  88.33  87.04  88.07  840600  88.07
2012-02-15  88.84  88.84  86.9  87.46  1865000  87.46
2012-02-14  88.51  89.74  88.51  89.2  1002200  89.2
2012-02-13  90.3  90.71  88.34  88.85  1101400  88.85
2012-02-10  90.67  90.76  87.08  90.03  2075400  90.03
2012-02-09  91.84  92.2  91.2  92.11  660500  92.11
2012-02-08  91.8  92.96  91.79  91.99  646800  91.99
2012-02-07  90.76  92.06  90.76  91.95  756700  91.95
2012-02-06  92.69  92.94  90.79  91.0  819900  91.0
2012-02-03  93.16  93.3  92.29  93.09  846800  93.09
2012-02-02  92.5  92.63  91.72  92.42  515000  92.42
2012-02-01  92.19  93.12  91.71  92.5  923800  92.5
2012-01-31  91.38  91.88  90.84  91.39  752900  91.39
2012-01-30  90.72  90.92  89.76  90.92  506700  90.92
2012-01-27  90.91  92.07  90.62  91.32  1181700  91.32
2012-01-26  91.59  92.37  90.61  91.06  878300  91.06
2012-01-25  90.78  92.04  89.84  91.78  716700  91.78
2012-01-24  90.28  91.94  89.64  91.18  1051400  91.18
2012-01-23  88.55  89.09  88.13  88.91  542200  88.91
2012-01-20  88.84  88.98  87.76  88.64  607400  88.64
2012-01-19  88.2  88.89  87.61  88.83  894300  88.83
2012-01-18  88.61  88.86  87.44  88.47  529600  88.47
2012-01-17  87.84  88.66  87.58  88.54  861300  88.54
2012-01-13  87.2  87.25  86.18  86.94  512800  86.94
2012-01-12  87.39  88.14  87.15  87.57  700300  87.57
2012-01-11  87.59  87.67  87.08  87.39  618900  87.39
2012-01-10  87.72  88.8  87.29  87.7  837800  87.7
2012-01-09  87.41  87.82  86.19  87.1  603200  87.1
2012-01-06  86.78  87.75  86.57  87.41  491600  87.41
2012-01-05  86.2  86.93  85.58  86.87  641300  86.87
2012-01-04  86.12  86.63  85.63  86.52  557700  86.52
2012-01-03  87.21  87.63  86.1  86.4  644000  86.4
2011-12-30  86.51  86.84  85.86  85.97  397600  85.97
2011-12-29  86.15  86.64  85.77  86.46  480900  86.46
2011-12-28  87.81  87.94  85.63  85.82  492100  85.82
2011-12-27  87.14  88.15  87.08  87.68  337200  87.68
2011-12-23  86.83  87.76  86.83  87.32  622100  87.32
2011-12-22  84.79  86.99  84.56  86.87  751800  86.87
2011-12-21  83.93  85.2  83.93  84.69  595700  84.69
2011-12-20  82.75  84.33  82.75  84.24  676100  84.24
2011-12-19  81.99  83.17  81.28  81.62  525400  81.62
2011-12-16  82.27  82.65  81.35  81.63  662700  81.63
2011-12-15  80.86  82.47  80.52  81.53  549900  81.53
2011-12-14  81.5  82.29  81.23  81.4  527700  81.4
2011-12-13  82.67  83.49  81.39  81.64  603100  81.64
2011-12-12  83.3  83.4  82.14  82.34  807700  82.34
2011-12-09  83.31  84.38  83.11  83.43  619500  83.43
2011-12-08  84.93  85.26  82.79  82.92  691300  82.92
2011-12-07  85.31  85.63  84.22  85.14  672900  85.14
2011-12-06  86.59  86.87  85.45  85.61  409800  85.61
2011-12-05  87.3  87.59  85.78  86.34  600200  86.34
2011-12-02  86.9  88.15  85.71  86.23  843200  86.23
2011-12-01  85.53  87.18  85.18  86.1  515300  86.1
2011-11-30  85.5  86.09  84.59  85.72  1011300  85.72
2011-11-29  83.0  84.25  82.84  83.49  869100  83.49
2011-11-28  81.8  82.89  81.41  82.86  851700  82.86
2011-11-25  80.28  81.28  80.28  80.7  452900  80.7
2011-11-23  80.05  81.88  79.62  80.55  1001400  80.55
2011-11-22  79.45  81.63  79.31  80.37  1411700  80.37
2011-11-21  80.02  80.29  79.01  79.3  644800  79.3
2011-11-18  81.02  81.61  80.25  80.99  1009800  80.99
2011-11-17  82.27  82.44  80.06  80.57  952300  80.57
2011-11-16  82.69  84.21  82.1  82.59  1143000  82.59
2011-11-15  83.66  84.57  83.4  83.84  771200  83.84
2011-11-14  83.23  84.43  83.08  84.04  806200  84.04
2011-11-11  82.98  84.18  82.62  83.81  603600  83.81
2011-11-10  81.54  82.48  80.47  81.97  1289600  81.97
2011-11-09  82.63  82.73  79.8  80.7  1478300  80.7
2011-11-08  83.1  84.88  83.01  84.26  848100  84.26
2011-11-07  82.01  83.13  81.69  82.96  946700  82.96
2011-11-04  82.21  82.83  80.98  81.83  869500  81.83
2011-11-03  82.69  83.18  82.03  82.67  562800  82.67
2011-11-02  82.19  82.73  81.19  81.78  706900  81.78
2011-11-01  82.0  82.88  81.08  81.11  811400  81.11
2011-10-31  85.98  86.49  83.85  83.85  753600  83.85
2011-10-28  85.43  87.13  85.06  86.87  1244800  86.87
2011-10-27  85.05  85.75  83.95  85.54  1027900  85.54
2011-10-26  85.06  85.25  83.07  83.4  1403800  83.4
2011-10-25  83.77  85.45  83.55  84.07  1554300  84.07
2011-10-24  82.49  83.48  81.82  83.07  934100  83.07
2011-10-21  82.35  82.8  81.61  82.24  1208100  82.24
2011-10-20  81.86  83.02  78.38  81.23  1765900  81.23
2011-10-19  82.39  83.65  81.66  81.94  1039500  81.94
2011-10-18  80.51  82.92  80.11  82.58  1576500  82.58
2011-10-17  80.04  81.08  79.72  80.28  714400  80.28
2011-10-14  79.34  80.49  79.31  80.46  649900  80.46
2011-10-13  80.35  80.35  78.0  78.76  782100  78.76
2011-10-12  79.44  80.99  78.69  80.39  819700  80.39
2011-10-11  79.48  79.57  78.09  79.11  903700  79.11
2011-10-10  79.09  80.44  78.9  80.44  882800  80.44
2011-10-07  78.48  79.15  77.17  78.33  1175400  78.33
2011-10-06  76.22  78.16  76.21  78.09  1833200  78.09
2011-10-05  77.85  77.95  75.16  75.99  1812400  75.99
2011-10-04  75.24  77.84  74.57  77.78  1200000  77.78
2011-10-03  78.17  78.72  75.76  76.01  1616400  76.01
2011-09-30  79.99  81.45  78.6  79.05  1113300  79.05
2011-09-29  81.94  81.94  79.33  80.6  1121000  80.6
2011-09-28  83.33  83.41  80.65  80.7  767700  80.7
2011-09-27  83.59  84.31  82.66  83.4  799200  83.4
2011-09-26  80.23  82.39  80.12  82.34  852900  82.34
2011-09-23  78.22  79.77  77.87  79.66  1113300  79.66
2011-09-22  78.62  79.51  78.0  78.86  1266500  78.86
2011-09-21  82.47  83.19  80.1  80.11  823900  80.11
2011-09-20  82.71  83.98  82.47  82.53  835000  82.53
2011-09-19  82.07  82.38  81.27  82.06  657400  82.06
2011-09-16  82.99  83.81  82.36  83.42  980200  83.42
2011-09-15  83.4  83.77  81.01  82.42  1150400  82.42
2011-09-14  82.36  84.03  81.18  83.11  515500  83.11
2011-09-13  82.39  82.68  80.93  81.92  876000  81.92
2011-09-12  80.11  82.12  79.81  82.12  1124700  82.12
2011-09-09  84.83  84.83  80.59  81.02  1750700  81.02
2011-09-08  85.63  87.39  84.97  85.69  1026400  85.69
2011-09-07  84.13  86.54  83.69  86.08  888600  86.08
2011-09-06  79.99  83.12  79.38  82.74  1198400  82.74
2011-09-02  81.43  82.12  81.14  81.23  874000  81.23
2011-09-01  83.64  84.15  82.33  82.49  831600  82.49
2011-08-31  83.71  84.58  82.88  83.53  803200  83.53
2011-08-30  82.46  83.62  81.68  83.17  455500  83.17
2011-08-29  81.43  83.1  81.42  82.89  554400  82.89
2011-08-26  79.04  81.13  77.65  80.64  713200  80.64
2011-08-25  80.89  81.02  78.74  79.25  745400  79.25
2011-08-24  79.33  80.49  78.73  80.44  620700  80.44
2011-08-23  77.57  79.56  76.91  79.5  1033000  79.5
2011-08-22  80.22  80.25  77.02  77.3  1625000  77.3
2011-08-19  79.16  80.74  78.65  79.09  880300  79.09
2011-08-18  81.64  82.05  79.23  79.96  996800  79.96
2011-08-17  84.23  84.97  83.03  83.31  687800  83.31
2011-08-16  84.11  84.71  83.33  84.14  776000  84.14
2011-08-15  83.4  84.87  83.15  84.74  583600  84.74
2011-08-12  82.85  84.25  82.38  83.04  681400  83.04
2011-08-11  79.98  83.72  79.8  82.8  1946700  82.8
2011-08-10  82.79  83.3  79.63  79.88  1495000  79.88
2011-08-09  81.97  84.22  80.14  84.05  1921400  84.05
2011-08-08  84.66  85.36  80.96  81.04  1746800  81.04
2011-08-05  86.27  87.16  84.53  86.03  1263500  86.03
2011-08-04  87.23  87.68  85.46  85.46  1215100  85.46
2011-08-03  87.85  88.41  85.94  88.17  1519900  88.17
2011-08-02  88.2  89.33  87.43  87.6  1285200  87.6
2011-08-01  91.18  91.18  86.15  88.74  2064200  88.74
2011-07-29  90.03  91.52  89.5  90.76  972400  90.76
2011-07-28  90.18  91.1  90.18  90.36  1071300  90.36
2011-07-27  91.39  91.73  90.04  90.16  1037500  90.16
2011-07-26  92.3  92.34  91.08  91.81  769700  91.81
2011-07-25  92.74  92.74  91.5  92.12  938400  92.12
2011-07-22  94.3  94.45  92.4  93.1  1149400  93.1
2011-07-21  96.52  96.52  92.8  94.47  1802600  94.47
2011-07-20  96.83  97.72  96.04  96.59  1567100  96.59
2011-07-19  95.18  96.99  94.46  96.98  742500  96.98
2011-07-18  95.09  95.93  94.56  94.98  613800  94.98
2011-07-15  95.37  95.87  94.75  95.73  808000  95.73
2011-07-14  95.0  95.94  94.75  95.19  664600  95.19
2011-07-13  96.83  97.16  94.65  95.0  1179500  95.0
2011-07-12  96.99  97.81  96.59  96.62  786900  96.62
2011-07-11  97.44  97.95  96.89  97.08  357000  97.08
2011-07-08  98.28  98.52  97.62  98.27  521400  98.27
2011-07-07  99.71  99.76  98.49  99.06  446000  99.06
2011-07-06  98.22  99.43  97.84  99.09  500900  99.09
2011-07-05  98.53  98.69  97.93  98.14  521900  98.14
2011-07-01  96.69  98.5  96.39  98.42  734400  98.42
2011-06-30  95.54  96.87  95.52  96.79  786100  96.79
2011-06-29  95.8  95.9  94.78  95.14  1261900  95.14
2011-06-28  95.48  96.01  95.04  95.8  630400  95.8
2011-06-27  94.24  95.4  94.22  95.27  511500  95.27
2011-06-24  95.46  95.46  93.97  94.51  874700  94.51
2011-06-23  95.93  95.93  93.81  95.36  832300  95.36
2011-06-22  96.93  97.3  96.46  96.53  467400  96.53
2011-06-21  97.62  97.63  97.0  97.14  533300  97.14
2011-06-20  96.2  97.84  96.1  97.12  857200  97.12
2011-06-17  97.0  97.97  96.38  96.5  803400  96.5
2011-06-16  95.82  96.49  95.56  96.42  529200  96.42
2011-06-15  95.67  96.64  95.48  95.78  586300  95.78
2011-06-14  96.02  96.5  95.55  96.33  576100  96.33
2011-06-13  95.38  96.34  95.35  95.38  434100  95.38
2011-06-10  95.9  96.21  95.38  95.54  593500  95.54
2011-06-09  96.08  96.64  95.78  96.36  780900  96.36
2011-06-08  95.85  96.19  95.34  96.03  506600  96.03
2011-06-07  96.39  96.82  96.07  96.11  856000  96.11
2011-06-06  96.81  97.07  96.15  96.2  618000  96.2
2011-06-03  97.52  97.76  96.99  97.11  579200  97.11
2011-06-02  99.42  99.59  98.32  98.35  747600  98.35
2011-06-01  100.32  100.37  99.01  99.01  589300  99.01
2011-05-31  100.36  100.91  99.43  100.83  2445300  100.83
2011-05-27  99.0  100.0  98.46  99.98  895000  99.98
2011-05-26  98.66  98.93  97.64  98.93  758900  98.93
2011-05-25  98.91  99.02  98.01  98.91  800100  98.91
2011-05-24  99.1  99.17  98.21  98.58  691500  98.58
2011-05-23  99.97  99.97  98.06  99.01  1128000  99.01
2011-05-20  100.57  100.89  100.3  100.6  1120900  100.6
2011-05-19  100.04  100.82  99.79  100.72  920000  100.72
2011-05-18  100.0  100.31  99.43  100.03  908600  100.03
2011-05-17  99.19  100.94  99.13  100.0  1378000  100.0
2011-05-16  99.2  99.74  98.95  99.4  435400  99.4
2011-05-13  99.89  100.0  98.83  99.73  797800  99.73
2011-05-12  98.48  100.0  97.97  100.0  720000  100.0
2011-05-11  98.89  99.08  98.33  98.49  611400  98.49
2011-05-10  98.62  99.07  98.34  98.9  428300  98.9
2011-05-09  97.37  98.61  96.27  98.48  554900  98.48
2011-05-06  97.0  98.08  96.96  97.59  669300  97.59
2011-05-05  95.42  96.98  95.12  96.37  719400  96.37
2011-05-04  96.22  96.78  95.61  95.87  592700  95.87
2011-05-03  98.09  98.15  96.12  96.25  852800  96.25
2011-05-02  96.75  98.51  96.56  98.25  744600  98.25
2011-04-29  95.92  96.54  95.65  96.47  782000  96.47
2011-04-28  95.58  95.99  94.93  95.78  639300  95.78
2011-04-27  95.12  96.03  95.12  95.76  1319200  95.76
2011-04-26  95.09  95.68  94.88  95.14  944700  95.14
2011-04-25  96.25  96.25  94.91  95.38  868800  95.38
2011-04-21  96.97  98.52  95.92  96.58  1224900  96.58
2011-04-20  96.96  97.26  96.13  96.79  1514700  96.79
2011-04-19  94.85  96.33  94.77  96.27  972000  96.27
2011-04-18  95.02  95.08  93.91  94.66  689100  94.66
2011-04-15  95.51  96.57  95.25  95.79  1145600  95.79
2011-04-14  93.87  95.06  93.5  95.06  933300  95.06
2011-04-13  93.83  94.61  93.15  94.3  879800  94.3
2011-04-12  93.14  94.24  93.14  93.68  544900  93.68
2011-04-11  92.69  93.84  92.69  93.4  600000  93.4
2011-04-08  93.97  94.19  92.36  92.82  570100  92.82
2011-04-07  93.99  94.55  93.43  93.91  405200  93.91
2011-04-06  94.1  94.61  93.78  93.97  471100  93.97
2011-04-05  93.37  94.2  93.14  93.65  411200  93.65
2011-04-04  92.85  93.76  92.75  93.56  696900  93.56
2011-04-01  92.63  93.17  92.09  92.86  662200  92.86
2011-03-31  91.42  92.15  90.92  92.13  481000  92.13
2011-03-30  91.11  91.6  90.86  91.57  606600  91.57
2011-03-29  89.6  91.08  89.57  90.75  907400  90.75
2011-03-28  89.07  90.09  89.06  89.59  754200  89.59
2011-03-25  88.58  89.05  88.38  88.85  643800  88.85
2011-03-24  87.4  88.49  87.22  88.38  443200  88.38
2011-03-23  87.18  87.57  86.51  87.1  697700  87.1
2011-03-22  86.75  87.79  86.7  87.38  635700  87.38
2011-03-21  87.4  87.72  86.19  86.74  994700  86.74
2011-03-18  88.3  88.3  86.51  87.0  1216700  87.0
2011-03-17  87.98  88.09  87.16  87.31  908500  87.31
2011-03-16  88.16  88.34  86.21  87.14  943100  87.14
2011-03-15  88.24  89.07  88.0  88.41  886100  88.41
2011-03-14  89.78  90.23  88.9  89.65  425900  89.65
2011-03-11  89.91  90.53  89.47  90.06  479900  90.06
2011-03-10  91.45  91.64  89.27  89.96  892200  89.96
2011-03-09  91.87  92.4  91.69  91.87  418500  91.87
2011-03-08  91.28  92.48  91.07  92.17  468900  92.17
2011-03-07  92.38  92.5  90.5  91.13  589000  91.13
2011-03-04  91.05  92.5  90.96  92.38  1082100  92.38
2011-03-03  89.8  91.29  89.38  91.27  824000  91.27
2011-03-02  89.17  89.68  88.26  89.38  541100  89.38
2011-03-01  90.11  90.2  88.99  88.99  571800  88.99
2011-02-28  89.7  90.69  89.53  90.13  889100  90.13
2011-02-25  88.82  89.69  88.51  89.68  937900  89.68
2011-02-24  88.42  89.46  87.96  88.35  1041100  88.35
2011-02-23  87.6  88.99  87.44  88.66  1095000  88.66
2011-02-22  88.36  88.72  87.46  87.64  768000  87.64
2011-02-18  88.08  89.42  88.0  89.01  852500  89.01
2011-02-17  87.98  88.09  87.2  87.89  688200  87.89
2011-02-16  87.9  88.38  87.85  88.32  775100  88.32
2011-02-15  87.36  88.07  86.84  87.67  914000  87.67
2011-02-14  87.83  87.92  87.0  87.73  1373400  87.73
2011-02-11  87.32  88.24  86.68  87.79  1350500  87.79
2011-02-10  86.66  89.69  86.66  87.73  2510600  87.73
2011-02-09  90.21  90.99  89.66  90.74  1328100  90.74
2011-02-08  90.27  91.28  90.06  90.69  645200  90.69
2011-02-07  90.71  90.8  90.2  90.31  614500  90.31
2011-02-04  89.99  90.75  89.63  90.4  862200  90.4
2011-02-03  89.11  90.17  88.55  89.94  715300  89.94
2011-02-02  88.71  89.4  88.25  89.31  1063500  89.31
2011-02-01  90.23  90.23  88.39  88.83  2085600  88.83
2011-01-31  90.65  90.93  89.6  89.91  1609500  89.91
2011-01-28  92.44  92.65  90.02  90.57  1056200  90.57
2011-01-27  92.4  92.98  92.22  92.28  840400  92.28
2011-01-26  91.27  92.82  91.05  92.55  1324800  92.55
2011-01-25  89.81  91.23  89.49  90.96  1556200  90.96
2011-01-24  89.82  90.3  89.43  89.68  824000  89.68
2011-01-21  90.76  90.76  89.01  89.76  1133300  89.76
2011-01-20  89.18  90.59  89.16  90.08  1091700  90.08
2011-01-19  90.77  90.77  89.55  89.91  1284300  89.91
2011-01-18  90.38  90.75  89.0  90.65  1468900  90.65
2011-01-14  91.42  91.71  90.99  91.15  970500  91.15
2011-01-13  91.48  91.94  90.95  91.81  726400  91.81
2011-01-12  91.03  91.25  90.64  91.16  510600  91.16
2011-01-11  89.52  91.0  89.23  90.78  698100  90.78
2011-01-10  88.63  89.71  88.63  89.12  934800  89.12
2011-01-07  89.94  89.94  89.15  89.67  964800  89.67
2011-01-06  90.56  91.29  89.12  89.76  1662200  89.76
2011-01-05  89.73  90.74  89.34  90.4  797700  90.4
2011-01-04  88.59  90.2  88.59  90.12  1014200  90.12
2011-01-03  88.35  90.52  88.35  89.59  1406700  89.59
2010-12-31  88.05  88.81  87.83  87.92  399400  87.92
2010-12-30  88.08  88.93  87.72  88.62  535600  88.62
2010-12-29  88.25  88.46  87.66  88.07  354400  88.07
2010-12-28  88.46  88.49  87.81  88.14  304500  88.14
2010-12-27  88.2  88.31  87.54  88.17  412200  88.17
2010-12-23  88.57  88.82  87.95  88.22  566400  88.22
2010-12-22  88.58  89.1  88.43  88.82  399100  88.82
2010-12-21  88.6  88.84  88.04  88.53  642900  88.53
2010-12-20  89.45  89.48  88.0  88.21  570900  88.21
2010-12-17  88.62  88.99  87.91  88.92  1393100  88.92
2010-12-16  86.7  88.7  86.18  88.52  1664900  88.52
2010-12-15  85.52  86.9  85.23  86.64  936500  86.64
2010-12-14  84.09  85.87  84.09  85.53  640800  85.53
2010-12-13  84.72  84.89  83.67  83.89  560600  83.89
2010-12-10  83.71  84.76  83.71  84.62  626200  84.62
2010-12-09  83.37  83.89  82.93  83.71  621200  83.71
2010-12-08  82.66  83.57  82.53  83.39  678900  83.39
2010-12-07  83.19  83.68  82.46  82.72  694000  82.72
2010-12-06  83.35  83.73  82.97  83.08  596100  83.08
2010-12-03  83.44  83.96  83.01  83.73  843800  83.73
2010-12-02  84.91  85.44  83.56  83.91  1680000  83.91
2010-12-01  83.73  85.91  83.56  85.48  3021400  85.48
2010-11-30  80.61  82.99  80.08  82.03  1484700  82.03
2010-11-29  80.45  81.53  80.17  81.17  652800  81.17
2010-11-26  81.0  81.35  80.8  80.87  492400  80.87
2010-11-24  81.22  81.95  81.12  81.34  714500  81.34
2010-11-23  81.25  81.66  80.95  81.14  704200  81.14
2010-11-22  82.7  82.78  81.5  82.11  817800  82.11
2010-11-19  82.14  83.31  82.1  83.01  817400  83.01
2010-11-18  81.93  82.9  81.66  82.05  576900  82.05
2010-11-17  80.9  81.89  80.89  81.36  640700  81.36
2010-11-16  82.05  82.37  80.76  80.85  734700  80.85
2010-11-15  82.23  83.1  82.21  82.75  556500  82.75
2010-11-12  83.15  83.15  81.9  82.17  483400  82.17
2010-11-11  82.46  83.88  82.44  83.49  571000  83.49
2010-11-10  82.82  82.95  81.96  82.93  613000  82.93
2010-11-09  82.85  84.0  82.25  82.89  900100  82.89
2010-11-08  82.67  83.5  82.64  83.0  1193300  83.0
2010-11-05  82.67  83.38  82.56  82.99  951900  82.99
2010-11-04  82.41  82.98  81.77  82.81  917900  82.81
2010-11-03  82.46  82.84  81.16  81.89  1605100  81.89
2010-11-02  82.12  83.0  82.01  82.66  754400  82.66
2010-11-01  81.76  81.99  81.51  81.92  1248300  81.92
2010-10-29  80.28  81.5  80.11  81.32  1526400  81.32
2010-10-28  80.0  80.4  79.42  80.27  982600  80.27
2010-10-27  78.85  79.7  78.46  79.56  985500  79.56
2010-10-26  78.6  79.35  78.48  79.23  1208700  79.23
2010-10-25  79.36  79.55  78.66  78.81  887500  78.81
2010-10-22  78.05  79.4  78.05  79.16  1189100  79.16
2010-10-21  77.91  78.28  75.75  78.08  3261300  78.08
2010-10-20  79.29  79.56  77.88  78.32  2331100  78.32
2010-10-19  79.24  79.46  78.61  78.99  1477000  78.99
2010-10-18  79.39  80.07  79.21  79.96  837600  79.96
2010-10-15  79.39  79.89  78.82  79.12  734000  79.12
2010-10-14  80.42  80.56  78.32  78.98  1392300  78.98
2010-10-13  79.67  80.74  79.6  80.4  925200  80.4
2010-10-12  79.6  79.79  79.17  79.53  878400  79.53
2010-10-11  79.3  79.99  79.12  79.89  366100  79.89
2010-10-08  78.8  79.48  78.47  79.39  685500  79.39
2010-10-07  79.24  79.48  78.47  78.6  547800  78.6
2010-10-06  79.4  79.56  78.99  79.14  773000  79.14
2010-10-05  78.3  79.39  78.3  79.35  668100  79.35
2010-10-04  78.08  78.49  77.58  77.92  694600  77.92
2010-10-01  78.53  79.47  77.65  78.03  699700  78.03
2010-09-30  78.53  78.9  77.92  78.43  709800  78.43
2010-09-29  77.97  78.94  77.81  78.15  971000  78.15
2010-09-28  76.29  78.25  76.09  78.13  1204500  78.13
2010-09-27  76.98  76.98  75.86  76.3  520600  76.3
2010-09-24  76.59  76.96  75.98  76.83  628700  76.83
2010-09-23  75.76  76.79  75.75  75.9  726200  75.9
2010-09-22  76.29  76.68  75.99  76.25  1726900  76.25
2010-09-21  76.48  76.93  76.0  76.38  774700  76.38
2010-09-20  75.01  76.62  74.83  76.51  902200  76.51
2010-09-17  74.85  75.29  74.24  74.96  1293300  74.96
2010-09-16  75.26  75.43  74.47  74.52  1008800  74.52
2010-09-15  74.52  75.53  74.52  75.45  1473700  75.45
2010-09-14  73.19  75.02  73.06  74.82  1965000  74.82
2010-09-13  75.55  75.99  72.94  73.05  2951200  73.05
2010-09-10  75.8  76.93  75.45  76.65  966100  76.65
2010-09-09  74.9  75.92  74.84  75.79  953900  75.79
2010-09-08  74.78  74.78  73.86  74.31  1677900  74.31
2010-09-07  74.94  75.41  74.38  74.6  1249900  74.6
2010-09-03  75.0  75.24  74.69  75.05  1142800  75.05
2010-09-02  74.14  74.73  73.98  74.56  1002600  74.56
2010-09-01  73.77  74.15  73.16  74.0  1236200  74.0
2010-08-31  73.67  74.08  72.33  72.62  1921700  72.62
2010-08-30  75.26  75.3  73.92  73.97  1109000  73.97
2010-08-27  75.42  75.45  74.33  75.22  1669900  75.22
2010-08-26  76.18  76.29  75.08  75.08  1449200  75.08
2010-08-25  75.43  76.74  75.33  76.12  1378100  76.12
2010-08-24  74.8  75.76  74.79  75.53  1370600  75.53
2010-08-23  76.13  76.76  75.57  75.61  619000  75.61
2010-08-20  74.54  76.0  74.54  75.76  1365200  75.76
2010-08-19  75.58  75.77  74.26  74.95  651400  74.95
2010-08-18  76.29  76.32  75.55  76.0  368600  76.0
2010-08-17  75.49  76.52  75.07  76.07  732000  76.07
2010-08-16  74.56  75.12  73.76  74.86  408100  74.86
2010-08-13  75.13  75.53  74.84  75.01  510100  75.01
2010-08-12  74.08  75.73  73.8  75.42  636400  75.42
2010-08-11  75.69  75.84  74.8  74.94  866500  74.94
2010-08-10  74.95  77.39  74.74  76.54  1018900  76.54
2010-08-09  75.7  75.98  75.16  75.41  788800  75.41
2010-08-06  75.29  75.68  74.68  75.5  935300  75.5
2010-08-05  75.2  75.81  74.94  75.74  694500  75.74
2010-08-04  75.3  75.8  75.05  75.65  694300  75.65
2010-08-03  74.9  75.47  74.01  75.04  878800  75.04
2010-08-02  73.94  74.88  73.54  74.87  824200  74.87
2010-07-30  72.81  73.18  72.45  72.98  1504600  72.98
2010-07-29  74.34  74.66  72.58  73.24  1134700  73.24
2010-07-28  74.56  74.88  73.46  73.63  672300  73.63
2010-07-27  74.69  75.09  72.77  74.51  2319900  74.51
2010-07-26  73.37  74.48  73.08  74.4  1052800  74.4
2010-07-23  72.58  74.41  72.2  72.96  1502600  72.96
2010-07-22  78.21  78.65  71.58  72.24  4158400  72.24
2010-07-21  75.46  76.74  74.31  75.95  3417900  75.95
2010-07-20  74.69  77.03  74.5  76.8  1178800  76.8
2010-07-19  75.41  75.59  74.83  75.27  587700  75.27
2010-07-16  76.06  76.58  74.99  75.03  755800  75.03
2010-07-15  76.28  76.89  75.91  76.58  545400  76.58
2010-07-14  75.44  76.56  75.3  76.29  680400  76.29
2010-07-13  75.41  75.94  74.89  75.84  818600  75.84
2010-07-12  74.1  74.94  74.01  74.87  734500  74.87
2010-07-09  75.39  75.48  74.01  74.33  1057400  74.33
2010-07-08  75.4  75.84  75.24  75.62  712800  75.62
2010-07-07  74.45  75.03  73.82  74.99  821800  74.99
2010-07-06  75.42  75.42  73.67  74.2  1101800  74.2
2010-07-02  75.78  75.78  74.13  74.5  1213700  74.5
2010-07-01  75.31  75.62  73.6  75.42  1309200  75.42
