Date  Open  High  Low  Close  Volume  Adj Close
2012-06-05  575.45  578.13  566.47  570.41  2339900  570.41
2012-06-04  570.22  580.49  570.01  578.59  2432700  578.59
2012-06-01  571.79  572.65  568.35  570.98  3057900  570.98
2012-05-31  588.72  590.0  579.0  580.86  2968300  580.86
2012-05-30  588.16  591.9  583.53  588.23  1906700  588.23
2012-05-29  595.81  599.13  588.32  594.34  2605700  594.34
2012-05-25  601.0  601.73  588.28  591.53  3581900  591.53
2012-05-24  609.16  611.92  598.87  603.66  1891300  603.66
2012-05-23  601.65  609.6  597.12  609.46  3178100  609.46
2012-05-22  613.44  613.81  596.0  600.8  3051900  600.8
2012-05-21  600.51  615.69  600.0  614.11  3075400  614.11
2012-05-18  625.1  632.42  596.7  600.4  5973500  600.4
2012-05-17  633.83  637.85  621.23  623.05  3353800  623.05
2012-05-16  617.96  630.1  615.94  628.93  4835100  628.93
2012-05-15  605.35  615.0  603.75  611.11  2102100  611.11
2012-05-14  600.78  608.5  600.58  604.0  1824400  604.0
2012-05-11  610.35  614.55  604.77  605.23  2099400  605.23
2012-05-10  612.96  616.19  610.23  613.66  1535900  613.66
2012-05-09  606.82  616.38  601.81  609.15  2328800  609.15
2012-05-08  605.53  616.9  600.7  612.79  2677300  612.79
2012-05-07  595.0  610.57  595.0  607.55  1994500  607.55
2012-05-04  605.92  607.89  596.81  596.97  2207400  596.97
2012-05-03  609.62  614.83  608.95  611.02  1868000  611.02
2012-05-02  601.2  608.11  600.61  607.26  1611500  607.26
2012-05-01  603.79  611.6  600.19  604.43  2002300  604.43
2012-04-30  612.99  616.08  600.61  604.85  2407300  604.85
2012-04-27  615.02  616.74  610.6  614.98  1636400  614.98
2012-04-26  610.91  618.0  609.7  615.47  2092500  615.47
2012-04-25  604.0  611.35  602.88  609.72  1821100  609.72
2012-04-24  598.24  606.63  597.32  601.27  1929100  601.27
2012-04-23  592.9  598.45  590.2  597.6  2197800  597.6
2012-04-20  604.25  608.85  595.83  596.06  3058400  596.06
2012-04-19  605.69  616.26  599.0  599.3  3294600  599.3
2012-04-18  608.05  612.8  602.81  607.45  2669500  607.45
2012-04-17  608.56  617.69  607.01  609.57  3023900  609.57
2012-04-16  623.0  623.81  601.66  606.07  5692100  606.07
2012-04-13  647.55  648.99  623.54  624.6  8159300  624.6
2012-04-12  642.35  653.14  640.26  651.01  5756600  651.01
2012-04-11  633.97  636.0  631.3  635.96  2199000  635.96
2012-04-10  633.52  634.5  624.55  626.86  2482000  626.86
2012-04-09  628.48  635.33  625.29  630.84  2182700  630.84
2012-04-05  632.24  636.43  628.57  632.32  2318700  632.32
2012-04-04  638.45  639.0  631.1  635.15  1627600  635.15
2012-04-03  645.41  647.95  638.64  642.62  2044900  642.62
2012-04-02  640.77  647.5  634.84  646.92  2284200  646.92
2012-03-30  651.75  653.49  641.0  641.24  2310700  641.24
2012-03-29  653.44  656.59  644.3  648.41  1924300  648.41
2012-03-28  652.03  658.59  651.08  655.76  2538900  655.76
2012-03-27  647.03  653.5  644.8  647.02  2007200  647.02
2012-03-26  645.0  649.49  639.54  649.33  1819200  649.33
2012-03-23  646.6  648.5  640.9  642.59  1940200  642.59
2012-03-22  638.5  648.8  631.0  646.05  2410200  646.05
2012-03-21  634.61  647.39  632.51  639.98  2469600  639.98
2012-03-20  630.92  636.06  627.27  633.49  1540500  633.49
2012-03-19  623.12  637.27  621.24  633.98  2172800  633.98
2012-03-16  620.89  625.91  620.05  625.04  3050500  625.04
2012-03-15  616.6  623.5  614.83  621.13  2435100  621.13
2012-03-14  615.0  622.78  613.46  615.99  2936900  615.99
2012-03-13  608.75  617.85  605.55  617.78  2245800  617.78
2012-03-12  600.0  607.0  599.26  605.15  1669000  605.15
2012-03-09  607.95  611.9  600.0  600.25  2670600  600.25
2012-03-08  610.04  611.5  606.35  607.14  1345500  607.14
2012-03-07  609.05  611.19  605.86  606.8  1264500  606.8
2012-03-06  608.05  608.81  593.84  604.96  3174400  604.96
2012-03-05  620.43  622.49  611.38  614.25  1593300  614.25
2012-03-02  622.0  624.0  620.32  621.25  1573300  621.25
2012-03-01  622.26  625.7  618.15  622.4  2237700  622.4
2012-02-29  618.6  625.6  615.5  618.25  3136900  618.25
2012-02-28  610.0  619.77  607.68  618.39  2847600  618.39
2012-02-27  606.59  612.36  605.06  609.31  1813900  609.31
2012-02-24  607.35  611.65  605.51  609.9  1935600  609.9
2012-02-23  607.0  607.94  600.35  606.11  2055000  606.11
2012-02-22  611.96  616.78  606.71  607.94  1967000  607.94
2012-02-21  603.87  617.88  602.88  614.0  2480800  614.0
2012-02-17  604.97  607.63  602.4  604.64  2449100  604.64
2012-02-16  602.82  608.81  597.73  606.52  2530900  606.52
2012-02-15  612.93  612.93  602.56  605.56  2425900  605.56
2012-02-14  611.54  612.0  604.76  609.76  1803700  609.76
2012-02-13  610.5  613.84  610.02  612.2  1816300  612.2
2012-02-10  607.88  608.13  604.0  605.91  2325200  605.91
2012-02-09  612.02  614.5  609.0  611.46  2264700  611.46
2012-02-08  608.64  611.35  604.74  609.85  1836400  609.85
2012-02-07  607.15  609.39  603.76  606.77  2092100  606.77
2012-02-06  595.01  610.83  594.01  609.09  3679600  609.09
2012-02-03  590.66  597.07  588.05  596.33  3168500  596.33
2012-02-02  584.87  586.41  582.08  585.11  2414700  585.11
2012-02-01  584.94  585.5  579.14  580.83  2320700  580.83
2012-01-31  583.0  584.0  575.15  580.11  2142400  580.11
2012-01-30  578.05  580.0  573.4  577.69  2330500  577.69
2012-01-27  570.78  580.32  569.33  579.98  3617500  579.98
2012-01-26  571.98  574.48  564.55  568.1  3226200  568.1
2012-01-25  577.51  578.71  566.38  569.49  4987700  569.49
2012-01-24  586.32  587.68  578.0  580.93  3055800  580.93
2012-01-23  586.0  588.66  583.16  585.52  3412900  585.52
2012-01-20  590.53  591.0  581.7  585.99  10576300  585.99
2012-01-19  640.99  640.99  631.46  639.57  6305300  639.57
2012-01-18  626.63  634.0  622.12  632.91  2761700  632.91
2012-01-17  631.98  631.98  625.68  628.58  1909300  628.58
2012-01-13  626.26  626.95  621.06  624.99  2307300  624.99
2012-01-12  631.22  632.89  626.5  629.64  1875200  629.64
2012-01-11  623.5  629.39  621.12  625.96  2400000  625.96
2012-01-10  629.75  633.8  616.91  623.14  4395600  623.14
2012-01-09  646.5  647.0  621.23  622.46  5822600  622.46
2012-01-06  659.15  660.0  649.79  650.02  2692900  650.02
2012-01-05  662.13  663.97  656.23  659.01  3282900  659.01
2012-01-04  665.03  670.25  660.62  668.28  2864000  668.28
2012-01-03  652.94  668.15  652.37  665.41  3676500  665.41
2011-12-30  642.02  646.76  642.02  645.9  1782300  645.9
2011-12-29  641.49  643.0  635.2  642.4  1575400  642.4
2011-12-28  642.75  645.0  638.1  639.7  2127200  639.7
2011-12-27  632.05  644.49  632.0  640.25  1606400  640.25
2011-12-23  632.0  634.68  630.56  633.14  1453700  633.14
2011-12-22  627.95  631.73  627.01  629.7  1822300  629.7
2011-12-21  630.01  631.82  618.96  625.82  2497900  625.82
2011-12-20  628.0  631.84  627.99  630.37  2388200  630.37
2011-12-19  628.01  628.5  620.0  621.83  2143500  621.83
2011-12-16  624.32  629.32  621.47  625.96  4459300  625.96
2011-12-15  622.52  624.0  618.69  619.54  2408600  619.54
2011-12-14  621.85  624.32  612.49  618.07  3903700  618.07
2011-12-13  628.76  636.56  622.85  625.63  4028200  625.63
2011-12-12  621.88  626.18  620.29  625.39  2183900  625.39
2011-12-09  618.0  629.13  617.01  627.42  2766200  627.42
2011-12-08  621.04  627.45  615.3  616.05  2413100  616.05
2011-12-07  621.68  625.66  618.1  623.39  2257300  623.39
2011-12-06  622.99  628.62  620.24  623.77  2326500  623.77
2011-12-05  627.64  631.9  622.4  625.65  3197500  625.65
2011-12-02  617.05  624.0  616.26  620.36  4085700  620.36
2011-12-01  600.0  616.0  599.0  613.77  3620600  613.77
2011-11-30  597.95  599.51  592.09  599.39  3397000  599.39
2011-11-29  587.88  590.36  581.33  582.93  1831800  582.93
2011-11-28  579.37  588.82  576.5  588.19  2828900  588.19
2011-11-25  565.19  574.27  561.33  563.0  1562400  563.0
2011-11-23  575.35  580.25  570.11  570.11  2325800  570.11
2011-11-22  580.0  584.97  575.24  580.0  2405300  580.0
2011-11-21  587.76  588.5  572.09  580.94  3001300  580.94
2011-11-18  602.0  604.5  593.75  594.88  3287700  594.88
2011-11-17  610.05  612.29  596.78  600.87  3493300  600.87
2011-11-16  612.08  618.3  610.61  611.47  2608500  611.47
2011-11-15  612.8  618.08  610.5  616.56  2676000  616.56
2011-11-14  608.0  618.08  607.78  613.0  3188700  613.0
2011-11-11  601.3  612.09  598.6  608.35  3977000  608.35
2011-11-10  605.93  605.95  591.56  595.08  2868400  595.08
2011-11-09  604.26  609.39  598.66  600.95  3711000  600.95
2011-11-08  609.0  614.37  603.6  612.34  3029400  612.34
2011-11-07  593.32  608.78  592.23  608.33  3357400  608.33
2011-11-04  593.5  599.74  592.43  596.14  2834800  596.14
2011-11-03  587.0  597.5  583.72  597.5  2669800  597.5
2011-11-02  584.9  587.96  580.48  584.82  2120900  584.82
2011-11-01  580.1  585.51  576.75  578.65  3125100  578.65
2011-10-31  595.09  599.69  591.67  592.64  2557800  592.64
2011-10-28  594.52  602.3  594.25  600.14  2508000  600.14
2011-10-27  598.42  602.7  593.3  598.67  3780300  598.67
2011-10-26  589.55  590.18  572.86  586.31  2873100  586.31
2011-10-25  593.1  595.0  582.85  583.16  2540500  583.16
2011-10-24  586.72  599.97  586.5  596.42  3426900  596.42
2011-10-21  589.51  592.75  586.7  590.49  3391000  590.49
2011-10-20  581.9  588.89  579.51  583.67  3379000  583.67
2011-10-19  587.34  592.06  579.22  580.7  2931500  580.7
2011-10-18  580.19  592.56  577.4  590.51  3800800  590.51
2011-10-17  583.72  591.83  578.0  582.41  4008200  582.41
2011-10-14  599.47  599.6  587.57  591.68  8529900  591.68
2011-10-13  550.03  559.0  548.02  558.99  5687600  558.99
2011-10-12  548.13  555.23  544.63  548.5  3177800  548.5
2011-10-11  533.46  546.8  533.46  543.18  2853400  543.18
2011-10-10  525.18  537.47  523.2  537.17  2322200  537.17
2011-10-07  516.83  520.5  510.3  515.12  2855900  515.12
2011-10-06  507.5  515.23  502.6  514.71  3424300  514.71
2011-10-05  496.35  507.8  480.77  504.7  4534100  504.7
2011-10-04  490.03  503.44  480.6  501.9  4158800  501.9
2011-10-03  509.85  512.0  495.0  495.52  4474400  495.52
2011-09-30  520.21  524.0  514.38  515.04  2723600  515.04
2011-09-29  536.04  537.3  519.41  527.5  2906600  527.5
2011-09-28  541.5  544.02  527.7  528.84  2263300  528.84
2011-09-27  538.2  547.05  536.05  539.34  3010900  539.34
2011-09-26  527.25  532.93  513.25  531.89  2634200  531.89
2011-09-23  516.56  526.42  514.5  525.51  2777300  525.51
2011-09-22  526.25  528.78  514.0  520.66  4400300  520.66
2011-09-21  547.69  555.0  538.86  539.2  2514300  539.2
2011-09-20  549.4  558.52  542.67  546.63  2779100  546.63
2011-09-19  540.35  549.9  535.38  546.67  2468400  546.67
2011-09-16  544.8  546.84  543.14  546.68  3534300  546.68
2011-09-15  535.5  544.98  534.56  542.56  2960800  542.56
2011-09-14  532.59  536.95  525.82  532.07  2694400  532.07
2011-09-13  532.0  533.88  523.4  529.52  2354200  529.52
2011-09-12  517.96  531.99  517.5  530.12  2670400  530.12
2011-09-09  531.4  534.65  521.19  524.85  3268800  524.85
2011-09-08  533.8  539.1  531.9  534.96  2380500  534.96
2011-09-07  530.45  535.94  527.4  534.03  2755800  534.03
2011-09-06  510.8  522.76  510.5  522.18  2715800  522.18
2011-09-02  524.47  527.92  520.73  524.84  2401200  524.84
2011-09-01  540.75  543.83  531.22  532.5  2415500  532.5
2011-08-31  544.74  546.3  536.0  540.96  2693300  540.96
2011-08-30  538.19  542.99  530.81  540.7  2989000  540.7
2011-08-29  534.56  539.45  533.56  539.08  2335800  539.08
2011-08-26  519.99  530.45  513.14  526.86  3596300  526.86
2011-08-25  530.38  537.27  518.3  520.04  3293000  520.04
2011-08-24  519.33  530.0  517.23  523.29  3594500  523.29
2011-08-23  503.5  521.41  499.06  518.82  4346800  518.82
2011-08-22  504.0  507.0  494.53  498.17  4905900  498.17
2011-08-19  499.34  514.87  490.86  490.92  5410000  490.92
2011-08-18  523.47  524.89  500.49  504.88  6290700  504.88
2011-08-17  540.03  543.69  530.77  533.15  4079100  533.15
2011-08-16  552.43  552.44  530.3  539.0  6939400  539.0
2011-08-15  553.43  564.99  546.05  557.23  7144900  557.23
2011-08-12  569.5  570.5  560.4  563.77  3154300  563.77
2011-08-11  553.82  568.5  548.41  562.13  4830600  562.13
2011-08-10  561.38  564.12  547.73  549.01  5369600  549.01
2011-08-09  561.0  574.61  541.01  573.41  6469700  573.41
2011-08-08  562.98  569.0  544.35  546.02  7496600  546.02
2011-08-05  582.54  590.0  562.0  579.04  5929100  579.04
2011-08-04  594.5  598.85  577.47  577.52  4914600  577.52
2011-08-03  594.27  603.0  583.63  601.17  3825700  601.17
2011-08-02  606.0  609.67  591.57  592.4  3200600  592.4
2011-08-01  611.22  615.5  599.18  606.77  3966100  606.77
2011-07-29  604.23  614.96  603.69  603.69  4137400  603.69
2011-07-28  605.19  615.98  603.0  610.94  3108400  610.94
2011-07-27  617.18  620.95  604.75  607.22  3934400  607.22
2011-07-26  618.05  627.5  617.22  622.52  2342900  622.52
2011-07-25  613.36  625.41  613.0  618.98  3131600  618.98
2011-07-22  605.39  619.5  604.27  618.23  3528200  618.23
2011-07-21  594.03  608.06  594.01  606.99  3469500  606.99
2011-07-20  602.18  602.83  595.35  595.35  2227800  595.35
2011-07-19  596.14  604.68  595.53  602.55  2967500  602.55
2011-07-18  592.49  602.05  592.0  594.94  4468300  594.94
2011-07-15  597.5  600.25  588.16  597.62  13732100  597.62
2011-07-14  539.12  542.0  526.73  528.94  6649500  528.94
2011-07-13  537.0  544.0  536.48  538.26  2790200  538.26
2011-07-12  528.16  539.42  526.0  534.01  2841200  534.01
2011-07-11  528.18  535.98  525.5  527.28  2839300  527.28
2011-07-08  532.95  537.65  527.27  531.99  4770200  531.99
2011-07-07  541.0  550.68  535.88  546.6  3935500  546.6
2011-07-06  533.5  538.51  533.04  535.36  2695600  535.36
2011-07-05  525.3  535.4  525.3  532.44  3849200  532.44
2011-07-01  506.74  521.18  506.38  521.03  3636700  521.03
2011-06-30  501.99  506.67  501.5  506.38  2428400  506.38
2011-06-29  496.54  500.25  492.38  497.57  2343000  497.57
2011-06-28  484.02  496.21  484.02  493.65  2715100  493.65
2011-06-27  474.0  488.4  473.6  482.8  3444700  482.8
2011-06-24  480.68  480.75  473.02  474.88  3805600  474.88
2011-06-23  482.13  482.86  473.73  480.22  4801700  480.22
2011-06-22  491.45  492.35  486.73  487.01  2407100  487.01
2011-06-21  487.19  493.94  484.73  493.0  2765400  493.0
2011-06-20  485.0  486.23  479.23  484.58  3028600  484.58
2011-06-17  506.18  506.69  484.8  485.02  5245400  485.02
2011-06-16  502.81  506.57  496.67  500.37  2757000  500.37
2011-06-15  505.03  508.35  500.61  502.95  2073300  502.95
2011-06-14  508.15  514.08  506.99  508.37  2341500  508.37
2011-06-13  510.0  510.2  502.17  504.73  2427300  504.73
2011-06-10  514.08  516.69  509.29  509.51  2439900  509.51
2011-06-09  520.0  520.0  515.64  516.73  1689100  516.73
2011-06-08  516.53  521.24  515.78  519.17  1653400  519.17
2011-06-07  522.89  524.63  518.99  519.03  1907600  519.03
2011-06-06  523.54  526.82  519.25  521.06  1942100  521.06
2011-06-03  522.0  527.6  521.5  523.08  1748500  523.08
2011-06-02  527.57  530.3  522.48  528.06  2204500  528.06
2011-06-01  528.04  533.2  525.31  525.6  2955900  525.6
2011-05-31  525.0  529.05  523.5  529.02  2687300  529.02
2011-05-27  518.48  521.79  516.3  520.9  1745800  520.9
2011-05-26  517.7  522.12  515.0  518.13  2118500  518.13
2011-05-25  519.67  522.77  517.25  519.67  1301600  519.67
2011-05-24  520.37  523.96  518.15  518.26  1900000  518.26
2011-05-23  516.6  520.0  513.4  518.39  2300000  518.39
2011-05-20  531.8  531.99  523.13  524.03  2317500  524.03
2011-05-19  532.73  536.54  529.72  531.25  2468700  531.25
2011-05-18  529.54  530.33  525.7  529.81  1953200  529.81
2011-05-17  515.43  531.22  515.03  530.46  3303600  530.46
2011-05-16  526.31  527.27  516.4  518.42  2958200  518.42
2011-05-13  534.61  535.92  529.05  529.55  2108700  529.55
2011-05-12  535.24  536.94  530.91  535.05  1448300  535.05
2011-05-11  540.14  543.55  533.69  535.45  2338800  535.45
2011-05-10  540.0  544.43  537.54  542.66  2042900  542.66
2011-05-09  535.0  538.49  531.1  537.68  1948700  537.68
2011-05-06  538.15  541.46  535.18  535.3  2056100  535.3
2011-05-05  533.86  539.42  531.5  534.27  1997800  534.27
2011-05-04  535.17  539.0  533.02  535.79  2117000  535.79
2011-05-03  537.13  542.01  529.63  533.89  2081500  533.89
2011-05-02  545.7  545.73  537.12  538.56  2133700  538.56
2011-04-29  540.0  544.1  538.51  544.1  4228500  544.1
2011-04-28  538.06  539.25  534.08  537.97  2000000  537.97
2011-04-27  538.0  538.11  534.35  537.76  2298400  537.76
2011-04-26  526.52  537.44  525.21  532.82  3500000  532.82
2011-04-25  525.25  527.0  522.01  525.05  1630800  525.05
2011-04-21  527.49  528.28  522.39  525.1  2470100  525.1
2011-04-20  525.9  526.82  521.39  525.73  3060000  525.73
2011-04-19  529.95  530.88  520.9  521.53  2684100  521.53
2011-04-18  526.42  527.66  519.0  526.84  5039800  526.84
2011-04-15  545.29  545.75  530.06  530.7  14043700  530.7
2011-04-14  575.19  579.45  572.1  578.51  5456300  578.51
2011-04-13  575.51  577.6  571.75  576.28  2069400  576.28
2011-04-12  575.0  576.91  568.05  570.61  2085600  570.61
2011-04-11  576.2  578.1  573.0  577.37  1858200  577.37
2011-04-08  584.89  584.89  578.06  578.16  1901800  578.16
2011-04-07  575.73  580.64  574.19  580.0  2531500  580.0
2011-04-06  572.18  575.16  568.0  574.18  2668300  574.18
2011-04-05  581.08  581.49  565.68  569.09  6047500  569.09
2011-04-04  593.0  594.74  583.1  587.68  2054500  587.68
2011-04-01  588.76  595.19  588.76  591.8  2613200  591.8
2011-03-31  583.0  588.16  581.74  586.76  2029400  586.76
2011-03-30  584.38  585.5  580.58  581.84  1422300  581.84
2011-03-29  576.0  581.89  573.01  581.73  1604800  581.73
2011-03-28  582.07  584.99  574.71  575.36  2218400  575.36
2011-03-25  586.88  586.91  579.24  579.74  2858400  579.74
2011-03-24  585.43  588.39  578.8  586.89  2098700  586.89
2011-03-23  575.19  582.45  572.0  582.16  1816200  582.16
2011-03-22  577.27  579.23  572.51  577.32  1886900  577.32
2011-03-21  570.22  579.8  569.02  576.5  3020900  576.5
2011-03-18  564.64  567.99  559.74  561.06  3298600  561.06
2011-03-17  564.48  569.0  560.54  561.36  2899300  561.36
2011-03-16  568.01  569.79  551.28  557.1  3798500  557.1
2011-03-15  557.5  571.0  555.5  569.56  4005600  569.56
2011-03-14  572.8  578.29  568.02  569.99  2816100  569.99
2011-03-11  578.22  580.0  573.33  576.71  3032000  576.71
2011-03-10  585.44  586.62  579.45  580.3  3128100  580.3
2011-03-09  591.0  594.51  585.75  591.77  2151000  591.77
2011-03-08  592.93  597.98  590.2  592.31  2284900  592.31
2011-03-07  600.55  603.69  587.0  591.66  3462700  591.66
2011-03-04  608.33  608.98  600.2  600.62  3011000  600.62
2011-03-03  606.38  611.49  605.0  609.56  1945300  609.56
2011-03-02  599.8  606.0  595.19  600.79  2026700  600.79
2011-03-01  617.78  619.22  599.3  600.76  3323200  600.76
2011-02-28  610.0  616.49  608.01  613.4  2281500  613.4
2011-02-25  611.86  614.72  609.5  610.04  1932400  610.04
2011-02-24  611.39  613.09  601.35  608.82  2711700  608.82
2011-02-23  610.33  614.7  604.0  611.32  2889600  611.32
2011-02-22  620.03  624.93  607.77  610.21  3639900  610.21
2011-02-18  626.0  631.18  624.18  630.08  3217900  630.08
2011-02-17  621.25  627.25  620.28  625.26  1478800  625.26
2011-02-16  625.63  626.5  622.1  624.22  1684000  624.22
2011-02-15  627.32  630.09  623.1  624.15  2092000  624.15
2011-02-14  623.34  629.64  620.04  628.15  2128000  628.15
2011-02-11  613.79  625.0  613.0  624.5  2589900  624.5
2011-02-10  613.9  617.5  611.56  616.44  2334400  616.44
2011-02-09  616.87  619.45  612.34  616.5  1842500  616.5
2011-02-08  614.93  619.63  614.51  618.38  1694900  618.38
2011-02-07  610.16  618.39  609.21  614.29  1799600  614.29
2011-02-04  610.15  611.44  606.61  610.98  1550800  610.98
2011-02-03  609.48  611.45  606.13  610.15  1495100  610.15
2011-02-02  611.0  614.34  607.53  612.0  1760700  612.0
2011-02-01  604.49  613.35  603.11  611.04  2745300  611.04
2011-01-31  603.6  604.47  595.55  600.36  2804900  600.36
2011-01-28  619.07  620.36  599.76  600.99  4231100  600.99
2011-01-27  617.89  619.7  613.25  616.79  2019200  616.79
2011-01-26  620.33  622.49  615.28  616.5  2038100  616.5
2011-01-25  608.2  620.69  606.52  619.91  3646800  619.91
2011-01-24  607.57  612.49  601.23  611.08  4599200  611.08
2011-01-21  639.58  641.73  611.36  611.83  8904400  611.83
2011-01-20  632.21  634.08  623.29  626.77  5485800  626.77
2011-01-19  642.12  642.96  629.66  631.75  3406100  631.75
2011-01-18  626.06  641.99  625.27  639.63  3617000  639.63
2011-01-14  617.4  624.27  617.08  624.18  2365600  624.18
2011-01-13  616.97  619.67  614.16  616.69  1334000  616.69
2011-01-12  619.35  619.35  614.77  616.87  1632700  616.87
2011-01-11  617.71  618.8  614.5  616.01  1439300  616.01
2011-01-10  614.8  615.39  608.56  614.21  1579200  614.21
2011-01-07  615.91  618.25  610.13  616.44  2101200  616.44
2011-01-06  610.68  618.43  610.05  613.5  2057800  613.5
2011-01-05  600.07  610.33  600.05  609.07  2532300  609.07
2011-01-04  605.62  606.18  600.12  602.12  1824500  602.12
2011-01-03  596.48  605.59  596.48  604.35  2365200  604.35
2010-12-31  596.74  598.42  592.03  593.97  1539300  593.97
2010-12-30  598.0  601.33  597.39  598.86  989500  598.86
2010-12-29  602.0  602.41  598.92  601.0  1019200  601.0
2010-12-28  602.05  603.87  598.01  598.92  1064800  598.92
2010-12-27  602.74  603.78  599.5  602.38  1208100  602.38
2010-12-23  605.34  606.0  602.03  604.23  1110800  604.23
2010-12-22  604.0  607.0  603.28  605.49  1207500  605.49
2010-12-21  598.57  604.72  597.61  603.07  1879500  603.07
2010-12-20  594.65  597.88  588.66  595.06  1973300  595.06
2010-12-17  591.0  592.56  587.67  590.8  3087100  590.8
2010-12-16  592.85  593.77  588.07  591.71  1596900  591.71
2010-12-15  594.2  596.45  589.15  590.3  2167700  590.3
2010-12-14  597.09  598.29  592.48  594.91  1643300  594.91
2010-12-13  597.12  603.0  594.09  594.62  2398500  594.62
2010-12-10  593.14  593.99  590.29  592.21  1704700  592.21
2010-12-09  593.88  595.58  589.0  591.5  1868900  591.5
2010-12-08  591.97  592.52  583.69  590.54  1756900  590.54
2010-12-07  591.27  593.0  586.0  587.14  3042200  587.14
2010-12-06  580.57  582.0  576.61  578.36  2093800  578.36
2010-12-03  569.45  576.48  568.0  573.0  2631200  573.0
2010-12-02  568.66  573.33  565.35  571.82  2547900  571.82
2010-12-01  563.0  571.57  562.4  564.35  3754100  564.35
2010-11-30  574.32  574.32  553.31  555.71  7117400  555.71
2010-11-29  589.17  589.8  579.95  582.11  2859700  582.11
2010-11-26  590.46  592.98  587.0  590.0  1311100  590.0
2010-11-24  587.31  596.6  587.05  594.97  2396400  594.97
2010-11-23  587.01  589.01  578.2  583.01  2162600  583.01
2010-11-22  587.47  593.44  582.75  591.22  2186600  591.22
2010-11-19  597.0  597.89  590.34  590.83  2297500  590.83
2010-11-18  589.0  599.98  588.56  596.56  2590000  596.56
2010-11-17  585.0  589.5  581.37  583.55  2442500  583.55
2010-11-16  592.76  597.89  583.45  583.72  3307400  583.72
2010-11-15  603.08  604.0  594.05  595.47  3478900  595.47
2010-11-12  613.99  616.9  601.21  603.29  3393000  603.29
2010-11-11  619.7  619.85  614.21  617.19  2261600  617.19
2010-11-10  622.08  623.0  617.51  622.88  2497000  622.88
2010-11-09  630.0  630.85  620.51  624.82  2237200  624.82
2010-11-08  624.02  629.49  623.13  626.77  2101300  626.77
2010-11-05  623.18  625.49  621.11  625.08  1765700  625.08
2010-11-04  624.64  629.92  622.1  624.27  3570800  624.27
2010-11-03  617.5  621.83  613.5  620.18  3380500  620.18
2010-11-02  618.67  620.0  614.58  615.6  1997600  615.6
2010-11-01  615.73  620.66  611.21  615.0  3087100  615.0
2010-10-29  617.07  619.0  612.99  613.7  2278300  613.7
2010-10-28  620.05  621.0  613.3  618.58  2184300  618.58
2010-10-27  615.77  620.0  612.33  616.47  2241900  616.47
2010-10-26  613.1  621.23  611.03  618.6  2512900  618.6
2010-10-25  615.59  624.74  614.97  616.5  3158400  616.5
2010-10-22  611.92  614.82  610.05  612.53  2256100  612.53
2010-10-21  611.51  616.0  606.0  611.99  2920500  611.99
2010-10-20  608.14  617.38  607.5  607.98  3525100  607.98
2010-10-19  608.85  614.82  602.86  607.83  4587900  607.83
2010-10-18  600.55  619.69  600.55  617.71  7098200  617.71
2010-10-15  599.27  601.64  591.6  601.45  14824800  601.45
2010-10-14  544.18  545.25  537.11  540.93  6634100  540.93
2010-10-13  547.0  547.49  542.33  543.3  3055600  543.3
2010-10-12  540.12  545.99  537.79  541.39  3753600  541.39
2010-10-11  538.48  544.6  537.17  538.84  2626300  538.84
2010-10-08  532.77  537.6  527.62  536.35  2859200  536.35
2010-10-07  536.21  537.2  529.14  530.01  2395800  530.01
2010-10-06  539.26  539.95  529.94  534.35  2762300  534.35
2010-10-05  528.38  540.0  526.55  538.23  3507100  538.23
2010-10-04  524.95  528.25  518.85  522.35  1940500  522.35
2010-10-01  530.0  530.62  523.0  525.62  2225000  525.62
2010-09-30  529.16  531.87  518.92  525.79  3244100  525.79
2010-09-29  527.85  532.94  524.71  527.69  2172200  527.69
2010-09-28  533.48  533.59  518.45  527.17  3654700  527.17
2010-09-27  528.85  536.85  528.85  530.41  3107400  530.41
2010-09-24  521.74  527.83  518.26  527.29  3356900  527.29
2010-09-23  514.61  519.69  511.3  513.48  2317400  513.48
2010-09-22  512.86  517.78  511.68  516.0  2537100  516.0
2010-09-21  509.68  519.98  508.91  513.46  4466300  513.46
2010-09-20  492.5  510.41  492.06  508.28  4403500  508.28
2010-09-17  483.75  491.2  481.18  490.15  5641600  490.15
2010-09-16  479.95  482.45  479.41  481.06  1969500  481.06
2010-09-15  479.95  481.89  478.5  480.64  2402800  480.64
2010-09-14  482.01  484.75  480.08  480.43  2216500  480.43
2010-09-13  480.9  484.35  479.53  482.27  2241500  482.27
2010-09-10  479.02  479.79  475.08  476.14  1974300  476.14
2010-09-09  477.83  480.4  470.58  476.18  2430600  476.18
2010-09-08  465.19  472.5  464.51  470.58  2401800  470.58
2010-09-07  464.5  467.59  463.02  464.4  1709900  464.4
2010-09-03  470.52  471.88  467.44  470.3  2540400  470.3
2010-09-02  462.84  464.43  460.31  463.18  1684200  463.18
2010-09-01  454.98  464.94  452.5  460.33  3228300  460.33
2010-08-31  450.11  454.87  448.0  450.02  1946800  450.02
2010-08-30  459.15  459.76  452.42  452.69  1231400  452.69
2010-08-27  452.56  459.99  447.65  458.83  2312400  458.83
2010-08-26  456.06  457.26  450.44  450.98  1777000  450.98
2010-08-25  450.0  457.81  450.0  454.62  2592100  454.62
2010-08-24  457.7  458.37  450.92  451.39  2762700  451.39
